session_id,user_id,session_date,time_spent_seconds,device
59,12,2016-02-11,970,Tablet
60,13,2024-05-18,2274,Mobile
61,13,2024-06-25,604,Desktop
62,13,2024-10-16,3090,Desktop
63,13,2023-07-01,1396,Desktop
64,14,2016-08-09,1701,Desktop
65,14,2016-03-30,1671,Mobile
66,14,2018-05-19,1715,Desktop
67,14,2020-02-03,49868,Desktop
68,15,2023-10-25,2048,Desktop
69,15,2022-11-13,1350,Mobile
70,15,2024-05-17,2420,Desktop
71,15,2023-12-03,3778,Desktop
72,15,2023-11-22,4200,Mobile
73,15,2024-06-25,3666,Desktop
74,16,2018-01-27,2826,Desktop
75,16,2022-06-03,6478,Mobile
76,16,2020-05-26,1883,Desktop
77,17,2016-08-29,583,Desktop
78,17,2015-03-02,1026,Desktop
79,17,2016-06-21,1529,Desktop
80,18,2019-09-11,2842,Mobile
81,18,2021-11-16,4922,Desktop
82,18,2023-12-20,2567,Mobile
83,18,2024-02-18,16050,Mobile
84,18,2024-07-06,3197,Desktop
85,18,2019-09-16,2051,Desktop
86,18,2024-07-24,5891,Desktop
87,19,2017-02-12,1671,Mobile
88,19,2020-01-22,835,Desktop
89,19,2020-09-23,6198,Mobile
90,19,2017-10-27,1214,Desktop
91,20,2019-06-03,1419,Mobile
92,20,2020-05-30,2253,Desktop
93,20,2024-10-10,2037,Mobile
94,21,2022-03-02,13988,Desktop
95,21,2023-04-03,60551,Mobile
96,21,2024-12-02,695,Mobile
97,21,2017-12-22,66041,Desktop
98,21,2018-10-16,1990,Mobile
99,21,2014-06-22,1661,Mobile
100,21,2021-03-16,1436,Mobile
101,21,2024-05-10,4234,Desktop
102,21,2018-08-26,2586,Mobile
103,21,2016-01-06,3587,Mobile
104,21,2024-11-19,1731,Mobile
105,22,2022-10-28,4073,Mobile
106,22,2016-07-20,738,Desktop
107,22,2017-05-08,5863,Mobile
108,22,2019-02-23,3453,Mobile
109,23,2023-05-29,2026,Mobile
110,23,2020-04-24,4787,Desktop
111,23,2022-09-22,166,Desktop
112,23,2021-02-22,7469,Desktop
113,23,2024-12-04,2475,Desktop
114,23,2023-11-25,1779,Desktop
115,23,2021-01-01,1325,Tablet
116,24,2021-09-23,4480,Mobile
117,24,2022-08-25,4012,Mobile
118,24,2020-10-10,6397,Mobile
119,24,2022-02-03,293,Mobile
120,25,2017-11-21,18797,Desktop
121,25,2022-02-13,1308,Desktop
122,25,2024-11-19,3278,Mobile
123,25,2020-02-26,1895,Desktop
124,25,2021-07-10,2991,Tablet
125,25,2018-11-15,1437,Desktop
126,25,2017-10-03,1326,Desktop
127,26,2024-05-04,1314,Mobile
128,26,2019-03-14,448,Tablet
129,26,2018-06-11,3967,Desktop
130,26,2023-10-09,15426,Mobile
131,27,2013-04-07,1211,Mobile
132,27,2018-01-04,1071,Mobile
133,27,2022-03-05,6308,Mobile
134,27,2015-04-01,1236,Desktop
135,27,2024-03-13,20121,Mobile
136,28,2023-07-31,3649,Mobile
137,28,2024-10-23,8294,Mobile
138,28,2024-07-06,3860,Tablet
139,28,2024-10-15,3240,Desktop
140,28,2024-10-09,4614,Mobile
141,28,2024-09-17,3334,Tablet
142,28,2024-11-13,1263,Desktop
143,28,2024-05-03,3583,Desktop
144,29,2019-07-15,29464,Desktop
145,29,2020-10-17,7694,Tablet
146,29,2022-05-04,3728,Tablet
147,30,2014-02-25,14269,Desktop
148,30,2022-01-19,16897,Mobile
149,30,2020-04-11,13951,Desktop
150,30,2024-10-30,2671,Desktop
151,30,2021-03-06,2121,Tablet
152,30,2023-09-09,927,Mobile
153,31,2019-09-24,799,Desktop
154,31,2022-05-21,6219,Mobile
155,31,2018-08-29,2637,Mobile
156,31,2019-05-02,1679,Tablet
157,32,2022-09-19,16815,Desktop
158,32,2023-07-08,2051,Mobile
159,32,2023-04-27,3818,Mobile
160,32,2019-03-27,2025,Desktop
161,32,2017-09-20,840,Desktop
162,32,2021-10-02,21316,Mobile
163,33,2024-02-15,754,Desktop
164,33,2023-03-11,3427,Mobile
165,33,2021-05-08,2537,Mobile
166,34,2024-11-24,1016,Desktop
167,34,2023-12-15,2130,Desktop
168,34,2019-08-16,2376,Desktop
169,34,2019-09-23,15310,Desktop
170,35,2017-06-14,2076,Desktop
171,35,2020-01-03,2497,Mobile
172,35,2016-11-25,3837,Desktop
173,35,2022-10-26,2066,Desktop
174,35,2018-02-09,930,Mobile
175,35,2022-02-04,2973,Mobile
176,35,2021-05-12,3734,Mobile
177,36,2024-11-28,8458,Desktop
178,36,2019-10-25,440,Mobile
179,36,2020-10-06,3631,Mobile
180,37,2023-11-21,5191,Mobile
181,37,2021-06-11,3821,Desktop
182,37,2020-07-08,4638,Mobile
183,37,2022-05-24,2214,Desktop
184,37,2019-03-19,9972,Desktop
185,37,2021-05-29,5895,Mobile
186,37,2020-05-13,5354,Desktop
187,37,2022-01-12,5538,Desktop
188,37,2022-11-22,6088,Desktop
189,38,2013-06-17,5333,Mobile
190,38,2018-06-24,2497,Desktop
191,38,2022-08-08,2979,Mobile
192,38,2018-08-20,11127,Desktop
193,38,2020-04-06,5320,Mobile
194,38,2014-03-17,11067,Mobile
195,38,2018-11-02,6803,Desktop
196,39,2023-01-07,1940,Desktop
197,39,2024-08-11,20426,Mobile
198,39,2023-05-19,856,Mobile
199,39,2024-02-25,3899,Tablet
200,39,2024-02-27,2363,Desktop
201,39,2024-05-02,6085,Desktop
202,39,2023-01-18,5213,Mobile
203,39,2024-03-12,18011,Desktop
204,40,2022-11-24,2557,Desktop
205,40,2020-02-03,1187,Desktop
206,40,2020-12-30,10449,Mobile
207,40,2018-08-04,3300,Desktop
208,40,2021-05-08,13085,Tablet
209,40,2018-03-07,713,Mobile
210,41,2021-12-13,7156,Desktop
211,41,2021-03-02,1428,Mobile
212,41,2022-06-09,996,Mobile
213,41,2023-04-16,905,Desktop
214,41,2024-03-13,10137,Desktop
215,41,2021-08-19,2022,Desktop
216,41,2019-01-30,2672,Desktop
217,42,2021-09-16,2531,Tablet
218,42,2013-06-16,2392,Mobile
219,42,2020-01-11,4823,Desktop
220,42,2020-10-21,1679,Desktop
221,42,2022-09-04,1038,Mobile
222,42,2020-12-16,1546,Mobile
223,43,2017-01-04,3183,Desktop
224,43,2022-01-31,4305,Mobile
225,43,2016-05-14,18105,Desktop
226,43,2018-01-28,4846,Desktop
227,43,2019-03-17,2690,Mobile
228,43,2020-05-17,2587,Mobile
229,44,2017-07-03,22475,Desktop
230,44,2020-01-28,4224,Tablet
231,45,2022-05-01,4772,Tablet
232,45,2018-10-29,8226,Desktop
233,45,2024-12-30,3787,Mobile
234,45,2023-10-03,2684,Mobile
235,45,2023-09-19,393,Tablet
236,45,2024-07-07,1371,Desktop
237,45,2023-02-07,3902,Tablet
238,45,2018-07-20,2128,Mobile
239,46,2023-11-10,10247,Desktop
240,46,2024-01-12,3320,Desktop
241,46,2023-08-05,3530,Desktop
242,46,2023-08-20,6142,Desktop
243,46,2024-09-17,10056,Desktop
244,46,2024-06-30,499,Desktop
245,46,2024-06-25,1007,Desktop
246,47,2020-12-15,31432,Desktop
247,47,2016-12-20,3819,Mobile
248,47,2020-08-18,3761,Mobile
249,47,2020-11-29,3514,Tablet
250,48,2022-03-09,1192,Desktop
251,48,2020-12-17,10223,Mobile
252,48,2021-11-16,28285,Desktop
253,48,2021-11-24,4469,Desktop
254,48,2020-03-24,6175,Mobile
255,48,2021-04-30,2135,Desktop
256,48,2021-12-31,1640,Desktop
257,48,2020-12-13,1172,Desktop
258,48,2022-12-17,1473,Desktop
259,49,2019-06-12,500,Mobile
260,49,2019-10-06,4544,Mobile
261,50,2023-04-29,696,Desktop
262,50,2022-12-11,2522,Mobile
263,50,2022-12-19,3070,Desktop
264,50,2024-02-08,8021,Tablet
265,50,2023-08-08,5409,Desktop
266,51,2021-04-12,1621,Desktop
267,51,2019-06-10,7304,Desktop
268,51,2014-09-01,609,Desktop
269,51,2019-03-13,1518,Desktop
270,52,2023-07-03,645,Mobile
271,52,2024-04-11,2792,Mobile
272,52,2018-04-09,6942,Mobile
273,52,2016-05-01,4587,Desktop
274,52,2017-08-07,4356,Desktop
275,52,2022-10-12,5043,Mobile
276,52,2017-11-20,7130,Mobile
277,52,2024-10-23,2095,Desktop
278,52,2023-04-01,7239,Mobile
279,52,2016-03-31,1430,Desktop
280,52,2018-09-11,2071,Tablet
281,52,2017-12-05,10032,Mobile
282,53,2020-05-15,5118,Desktop
283,53,2020-02-21,5415,Mobile
284,53,2023-10-27,803,Tablet
285,53,2016-12-24,7449,Tablet
286,53,2018-03-28,8255,Mobile
287,53,2020-12-27,7815,Desktop
288,53,2023-01-22,7185,Desktop
289,53,2014-09-26,2693,Mobile
290,53,2022-11-15,2768,Mobile
291,54,2023-08-30,2676,Desktop
292,54,2018-11-17,12968,Mobile
293,54,2017-09-05,6669,Desktop
294,54,2017-07-01,2275,Desktop
295,55,2022-12-16,729,Mobile
296,55,2023-07-02,1812,Mobile
297,55,2023-03-20,21731,Desktop
298,55,2024-04-22,9071,Desktop
299,55,2021-07-24,9602,Tablet
300,55,2023-06-12,3739,Desktop
301,55,2023-11-26,2819,Desktop
302,56,2023-03-11,881,Mobile
303,56,2024-09-20,1724,Tablet
304,56,2022-11-30,2530,Mobile
305,56,2024-03-31,2905,Desktop
306,56,2024-10-21,2851,Mobile
307,56,2023-11-30,4096,Mobile
308,56,2023-03-12,2704,Mobile
309,57,2021-04-23,22802,Tablet
310,57,2020-04-12,1420,Desktop
311,57,2021-04-25,1901,Desktop
312,58,2020-02-01,10842,Desktop
313,58,2022-05-11,8208,Mobile
314,58,2019-01-07,12631,Desktop
315,58,2019-07-28,55427,Mobile
316,58,2019-03-24,1274,Desktop
317,59,2023-06-13,9137,Mobile
318,59,2020-08-27,1879,Mobile
319,59,2019-06-08,8763,Desktop
320,59,2019-05-20,5347,Desktop
321,59,2023-08-14,10858,Mobile
322,60,2022-06-14,3515,Tablet
323,60,2023-09-25,1859,Tablet
324,61,2023-03-24,14526,Desktop
325,61,2019-05-20,6023,Desktop
326,61,2024-07-18,7375,Desktop
327,62,2022-01-04,1899,Desktop
328,62,2023-10-21,903,Desktop
329,62,2023-09-17,5629,Mobile
330,62,2022-01-23,41101,Mobile
331,63,2023-09-07,9332,Desktop
332,63,2024-08-21,3313,Mobile
333,63,2024-05-14,2095,Mobile
334,64,2023-10-26,2534,Mobile
335,64,2024-03-02,481,Desktop
336,64,2024-07-16,1660,Mobile
337,64,2024-05-13,1227,Tablet
338,65,2023-06-29,504,Desktop
339,65,2022-11-06,9939,Mobile
340,65,2021-09-02,1791,Tablet
341,65,2021-03-31,7112,Desktop
342,65,2020-01-08,1775,Mobile
343,66,2016-05-08,14134,Mobile
344,66,2014-08-06,3834,Desktop
345,66,2021-12-18,1767,Desktop
346,66,2019-04-05,3460,Mobile
347,66,2020-04-20,1342,Mobile
348,66,2021-07-31,10595,Mobile
349,66,2020-03-11,7027,Mobile
350,67,2013-03-23,11149,Mobile
351,67,2012-11-25,5878,Tablet
352,67,2021-01-28,48748,Desktop
353,67,2012-02-05,3325,Desktop
354,67,2024-01-10,9076,Desktop
355,67,2017-11-06,6700,Mobile
356,68,2021-08-19,5638,Desktop
357,68,2021-05-12,1254,Mobile
358,68,2023-07-23,5773,Desktop
359,68,2021-05-08,2831,Desktop
360,68,2020-02-20,4723,Tablet
361,68,2022-04-15,2198,Mobile
362,68,2020-08-16,4475,Mobile
363,69,2023-03-31,2444,Mobile
364,69,2024-08-02,1546,Desktop
365,69,2024-01-17,989,Desktop
366,69,2023-12-15,25993,Mobile
367,69,2022-02-25,2443,Mobile
368,69,2023-01-11,3293,Desktop
369,70,2022-03-07,3400,Mobile
370,70,2020-09-11,1631,Mobile
371,71,2022-10-29,2844,Desktop
372,71,2015-08-11,8499,Mobile
373,71,2021-04-02,1323,Mobile
374,71,2020-02-23,1038,Desktop
375,71,2020-03-04,288,Desktop
376,71,2022-06-11,1788,Tablet
377,71,2016-07-02,20695,Tablet
378,71,2015-10-10,3881,Desktop
379,71,2015-08-10,1325,Desktop
380,71,2020-05-04,5034,Tablet
381,71,2017-10-19,1892,Mobile
382,72,2024-06-13,10095,Desktop
383,72,2023-03-30,1535,Mobile
384,72,2023-07-09,4885,Mobile
385,72,2023-05-03,2032,Desktop
386,72,2023-09-06,5130,Desktop
387,72,2023-04-05,7335,Tablet
388,73,2023-08-23,558,Mobile
389,73,2023-12-03,21275,Desktop
390,73,2023-05-03,2304,Desktop
391,74,2017-05-20,8240,Desktop
392,74,2016-09-29,7104,Desktop
393,75,2023-10-13,792,Mobile
394,75,2022-08-23,13274,Mobile
395,75,2021-03-31,3819,Desktop
396,75,2024-01-03,328,Tablet
397,76,2020-03-31,1879,Desktop
398,76,2020-08-15,1054,Desktop
399,77,2024-08-24,2189,Mobile
400,77,2023-02-08,3013,Desktop
401,77,2024-03-04,2631,Tablet
402,77,2024-06-10,14145,Desktop
403,77,2023-02-05,4235,Mobile
404,77,2024-05-05,2831,Desktop
405,78,2022-07-09,3434,Mobile
406,78,2020-02-11,2536,Desktop
407,78,2022-01-05,13214,Mobile
408,78,2020-07-11,2986,Desktop
409,78,2022-11-03,1983,Desktop
410,78,2023-06-11,1611,Desktop
411,78,2021-12-04,3260,Desktop
412,79,2018-02-23,1525,Desktop
413,79,2015-11-14,10119,Mobile
414,79,2016-03-23,1443,Desktop
415,79,2018-05-18,4856,Desktop
416,79,2015-04-28,9112,Desktop
417,79,2024-04-05,9535,Desktop
418,79,2017-04-07,2516,Mobile
419,80,2022-10-30,18352,Desktop
420,80,2019-06-27,3972,Mobile
421,80,2023-10-17,4099,Desktop
422,80,2021-03-25,6311,Mobile
423,81,2023-02-10,24989,Mobile
424,81,2022-12-04,21398,Mobile
425,81,2019-06-14,11989,Desktop
426,81,2018-09-08,1031,Desktop
427,81,2022-06-01,20856,Desktop
428,81,2017-05-22,1182,Desktop
429,82,2020-09-09,896,Mobile
430,82,2021-09-14,20822,Mobile
431,82,2021-11-22,868,Tablet
432,82,2020-12-30,2039,Desktop
433,82,2020-06-24,1465,Mobile
434,82,2022-05-06,2883,Tablet
435,83,2013-10-07,4629,Desktop
436,83,2016-04-16,4372,Mobile
437,83,2018-07-18,3056,Desktop
438,83,2021-11-27,1446,Mobile
439,83,2019-09-23,1281,Desktop
440,83,2016-09-10,5368,Desktop
441,83,2016-11-23,1916,Mobile
442,84,2022-03-14,22486,Mobile
443,84,2022-01-05,5218,Desktop
444,84,2018-08-03,2941,Desktop
445,84,2023-09-28,7769,Mobile
446,84,2019-12-28,464,Tablet
447,84,2024-07-16,12875,Desktop
448,84,2024-01-24,4021,Desktop
449,85,2024-04-27,6333,Tablet
450,85,2024-11-19,10236,Mobile
451,85,2012-03-06,2623,Desktop
452,85,2022-10-05,3247,Desktop
453,85,2024-08-12,2203,Desktop
454,86,2018-12-20,4785,Desktop
455,86,2020-02-11,7620,Desktop
456,87,2022-11-08,532,Mobile
457,87,2024-01-20,3847,Mobile
458,87,2023-04-09,3062,Mobile
459,87,2024-07-22,523,Mobile
460,87,2023-09-23,3786,Mobile
461,87,2024-04-13,636,Desktop
462,87,2023-09-05,14112,Mobile
463,88,2023-03-08,3280,Desktop
464,88,2020-01-03,1823,Desktop
465,88,2021-09-03,1004,Mobile
466,88,2023-05-25,2444,Desktop
467,88,2021-04-13,6524,Mobile
468,88,2024-10-25,779,Mobile
469,89,2017-12-26,11535,Tablet
470,89,2022-04-01,10516,Mobile
471,89,2017-05-11,3107,Mobile
472,89,2015-09-21,1455,Mobile
473,90,2024-06-11,3479,Mobile
474,90,2024-05-31,2713,Desktop
475,90,2024-11-13,487,Desktop
476,90,2024-03-28,4428,Desktop
477,91,2020-01-15,1733,Mobile
478,91,2011-09-10,546,Mobile
479,91,2012-03-02,12317,Mobile
480,91,2022-10-19,2477,Desktop
481,92,2011-05-13,1962,Mobile
482,92,2012-07-15,10701,Desktop
483,92,2011-10-01,39516,Mobile
484,93,2023-03-01,360,Desktop
485,93,2019-01-20,2128,Tablet
486,93,2023-06-11,4527,Desktop
487,93,2024-12-12,430,Mobile
488,93,2024-02-26,2764,Mobile
489,93,2020-11-24,1914,Desktop
490,94,2024-03-07,1250,Mobile
491,95,2014-02-15,2653,Desktop
492,95,2014-08-01,329,Desktop
493,95,2014-03-13,1516,Desktop
494,95,2015-06-15,4825,Tablet
495,95,2013-10-05,770,Desktop
496,95,2021-05-26,16765,Tablet
497,95,2014-07-22,3490,Desktop
498,96,2020-02-14,5932,Desktop
499,96,2021-07-31,8392,Desktop
500,97,2024-06-08,1367,Desktop
501,98,2016-05-24,654,Mobile
502,98,2022-12-25,2505,Desktop
503,98,2024-07-25,1476,Mobile
504,98,2023-12-12,1066,Desktop
505,98,2018-12-28,3161,Mobile
506,99,2024-08-03,903,Mobile
507,99,2024-02-13,2130,Desktop
508,99,2023-08-27,1184,Desktop
509,99,2024-05-08,24668,Desktop
510,99,2024-03-04,1566,Desktop
511,100,2019-02-01,4990,Desktop
512,100,2019-10-30,1581,Desktop
513,100,2024-05-31,8182,Mobile
514,100,2024-06-03,11663,Mobile
515,100,2024-05-13,8793,Desktop
516,101,2011-09-09,12222,Desktop
517,101,2022-08-31,18259,Desktop
518,101,2012-07-27,6534,Mobile
519,101,2017-11-23,5840,Desktop
520,102,2021-12-24,3535,Mobile
521,102,2024-10-26,5977,Desktop
522,102,2021-11-12,4520,Desktop
523,102,2024-06-28,1176,Mobile
524,102,2021-07-04,13575,Mobile
525,102,2022-02-10,2118,Mobile
526,102,2023-12-03,3623,Mobile
527,103,2023-12-31,32280,Desktop
528,103,2023-09-16,4162,Mobile
529,103,2024-01-07,681,Desktop
530,103,2024-07-02,7405,Mobile
531,103,2023-03-24,13861,Desktop
532,103,2023-08-16,1344,Mobile
533,103,2023-11-21,14010,Desktop
534,103,2023-09-30,9393,Desktop
535,104,2024-08-22,2155,Tablet
536,105,2020-12-28,16397,Desktop
537,105,2016-04-08,8922,Desktop
538,105,2020-06-16,9702,Desktop
539,105,2021-11-20,589,Desktop
540,105,2023-03-29,735,Tablet
541,106,2019-02-19,5117,Mobile
542,106,2018-12-13,16403,Tablet
543,106,2021-05-06,5658,Desktop
544,107,2020-03-19,638,Mobile
545,107,2017-12-26,6668,Desktop
546,107,2018-09-03,1156,Desktop
547,107,2020-03-26,6898,Mobile
548,107,2023-10-12,25653,Desktop
549,108,2021-04-05,21199,Mobile
550,108,2018-02-09,866,Desktop
551,108,2016-02-13,12383,Mobile
552,108,2022-12-06,7294,Desktop
553,108,2014-07-05,1793,Mobile
554,108,2015-02-12,648,Tablet
555,109,2014-05-01,19326,Desktop
556,109,2018-12-21,6320,Desktop
557,109,2018-08-16,1864,Desktop
558,110,2021-11-21,6381,Tablet
559,110,2019-08-07,13369,Desktop
560,110,2023-08-25,3353,Mobile
561,110,2018-09-07,3496,Desktop
562,111,2020-05-09,1642,Desktop
563,111,2024-01-21,13815,Desktop
564,111,2024-07-02,965,Desktop
565,112,2010-10-10,1064,Mobile
566,112,2016-09-05,1803,Mobile
567,112,2022-09-23,1805,Mobile
568,113,2021-07-18,1601,Tablet
569,113,2023-07-19,7943,Desktop
570,113,2023-02-07,3058,Desktop
571,113,2022-07-13,2714,Desktop
572,113,2023-12-14,805,Mobile
573,113,2021-02-15,896,Desktop
574,113,2023-03-05,2652,Desktop
575,113,2022-04-27,2969,Desktop
576,114,2020-08-05,32308,Mobile
577,114,2023-03-08,534,Mobile
578,114,2023-04-28,19193,Desktop
579,114,2024-02-22,6875,Mobile
580,114,2019-07-14,12035,Desktop
581,114,2021-12-07,3404,Desktop
582,114,2020-03-30,5421,Mobile
583,114,2019-08-30,3431,Mobile
584,114,2024-11-15,786,Tablet
585,114,2020-08-13,3522,Desktop
586,114,2019-06-29,3751,Desktop
587,115,2019-04-06,2718,Desktop
588,115,2018-02-03,16092,Desktop
589,115,2016-11-10,9211,Tablet
590,115,2024-05-10,9128,Mobile
591,115,2024-06-04,2758,Desktop
592,115,2018-05-27,992,Tablet
593,115,2022-11-11,7376,Desktop
594,115,2021-04-03,11451,Mobile
595,116,2017-11-18,2639,Mobile
596,116,2023-06-12,986,Desktop
597,116,2022-10-27,5129,Desktop
598,116,2021-02-06,2763,Tablet
599,116,2018-01-09,835,Mobile
600,116,2018-03-18,9400,Desktop
601,116,2021-02-09,1538,Desktop
602,116,2023-01-28,21211,Mobile
603,117,2017-10-21,2552,Desktop
604,117,2022-10-07,409,Desktop
605,117,2018-02-06,2734,Desktop
606,117,2019-02-08,1163,Desktop
607,118,2022-09-21,11675,Desktop
608,118,2023-01-26,924,Mobile
609,118,2023-10-10,8786,Desktop
610,119,2018-05-20,4377,Tablet
611,120,2013-06-17,4358,Desktop
612,120,2013-04-24,2823,Mobile
613,120,2021-01-09,1104,Desktop
614,121,2019-02-15,11203,Mobile
615,121,2022-04-03,6452,Desktop
616,121,2020-04-30,1497,Mobile
617,121,2022-03-12,1530,Desktop
618,121,2019-11-11,4626,Desktop
619,121,2022-05-08,4990,Desktop
620,121,2023-02-18,5174,Desktop
621,121,2024-04-13,2463,Desktop
622,121,2022-10-31,2100,Mobile
623,122,2021-10-21,8387,Desktop
624,123,2019-12-22,5687,Desktop
625,123,2020-06-18,4974,Desktop
626,123,2023-01-26,5849,Desktop
627,124,2013-04-15,3989,Mobile
628,124,2019-04-28,784,Desktop
629,124,2013-04-06,1524,Mobile
630,124,2019-12-06,2205,Desktop
631,125,2013-09-11,772,Desktop
632,125,2014-04-08,6023,Desktop
633,125,2019-03-16,10579,Desktop
634,126,2019-09-11,13927,Mobile
635,126,2018-11-18,5217,Desktop
636,126,2020-06-13,10498,Desktop
637,126,2021-09-21,2519,Desktop
638,126,2022-11-06,5488,Desktop
639,127,2024-03-21,12384,Desktop
640,127,2024-03-03,2964,Desktop
641,127,2022-04-18,1761,Desktop
642,127,2023-12-09,7343,Desktop
643,127,2024-11-17,8552,Desktop
644,127,2024-04-08,184,Desktop
645,127,2021-11-21,5715,Desktop
646,127,2021-01-05,778,Desktop
647,128,2022-06-15,2192,Desktop
648,128,2024-10-03,1627,Mobile
649,128,2019-05-31,3720,Desktop
650,128,2021-09-07,4441,Desktop
651,128,2022-06-12,11060,Desktop
652,128,2023-01-08,8054,Desktop
653,128,2023-01-08,3521,Desktop
654,129,2021-07-28,4898,Mobile
655,129,2023-01-23,2050,Mobile
656,130,2011-09-11,1792,Tablet
657,131,2017-12-21,18454,Desktop
658,131,2017-07-16,5523,Mobile
659,131,2018-08-23,8783,Tablet
660,131,2024-02-23,9878,Desktop
661,132,2020-08-15,4917,Mobile
662,132,2020-01-13,2588,Mobile
663,132,2020-12-22,5163,Mobile
664,132,2016-07-16,18848,Desktop
665,132,2018-09-21,4038,Desktop
666,132,2022-01-13,19034,Mobile
667,133,2024-04-02,1335,Mobile
668,133,2023-01-12,4269,Desktop
669,133,2022-07-29,3352,Mobile
670,133,2022-03-28,1885,Tablet
671,134,2023-12-11,9585,Mobile
672,134,2020-03-29,823,Desktop
673,134,2024-11-03,33487,Desktop
674,134,2023-04-30,5099,Tablet
675,134,2020-02-11,2642,Desktop
676,134,2024-06-25,1936,Desktop
677,134,2020-04-20,2664,Desktop
678,134,2022-03-27,1167,Desktop
679,134,2022-02-23,5119,Mobile
680,135,2018-10-02,2988,Desktop
681,135,2018-07-17,2620,Mobile
682,135,2020-10-16,799,Mobile
683,135,2021-09-07,855,Tablet
684,135,2018-08-08,1660,Desktop
685,135,2019-10-16,1721,Mobile
686,135,2022-01-23,298,Mobile
687,135,2023-01-10,3296,Desktop
688,136,2022-08-30,359,Mobile
689,136,2024-11-30,1153,Mobile
690,136,2023-08-27,3413,Mobile
691,136,2023-12-26,5008,Desktop
692,136,2020-03-29,227,Mobile
693,137,2024-01-15,4735,Desktop
694,137,2015-03-04,4285,Mobile
695,137,2023-10-28,948,Desktop
696,137,2020-02-11,3950,Desktop
697,138,2021-09-21,5751,Desktop
698,138,2022-02-19,6828,Desktop
699,138,2022-07-09,9943,Desktop
700,139,2023-11-29,2774,Desktop
701,139,2023-08-16,6111,Desktop
702,139,2024-03-10,627,Mobile
703,139,2024-05-04,1296,Desktop
704,139,2024-06-27,5849,Desktop
705,139,2024-06-20,2600,Mobile
706,139,2024-01-28,3986,Mobile
707,140,2023-07-29,4207,Mobile
708,140,2015-11-19,1562,Mobile
709,140,2022-07-31,21738,Desktop
710,141,2024-03-09,4450,Mobile
711,141,2024-11-01,971,Mobile
712,141,2024-01-04,2369,Mobile
713,141,2023-09-17,4195,Desktop
714,142,2024-03-24,3075,Mobile
715,142,2023-04-30,1244,Mobile
716,142,2024-07-21,17174,Mobile
717,142,2024-02-18,7319,Mobile
718,142,2023-06-22,790,Mobile
719,143,2022-12-30,2401,Desktop
720,144,2024-03-01,6550,Tablet
721,144,2019-09-06,2809,Mobile
722,145,2019-01-11,747,Mobile
723,145,2021-10-13,2207,Desktop
724,145,2020-12-23,386,Mobile
725,145,2023-08-29,599,Mobile
726,145,2020-03-20,8869,Desktop
727,146,2020-01-16,7739,Mobile
728,147,2022-05-25,5475,Mobile
729,147,2021-05-24,1778,Mobile
730,147,2015-05-24,4646,Desktop
731,148,2017-09-26,11537,Mobile
732,148,2023-04-16,1040,Mobile
733,148,2022-07-02,6048,Desktop
734,149,2019-04-05,1321,Desktop
735,149,2020-11-23,3208,Mobile
736,149,2019-04-26,1848,Desktop
737,149,2020-12-23,57717,Mobile
738,149,2017-10-28,1078,Desktop
739,150,2023-10-19,3956,Desktop
